sample,uptime_ms,elapsed_ms,elapsed_s,run,mode,x_in,y_in,heading_deg,linear_speed_ips,angular_speed_dps,battery_mv,battery_capacity_pct,missed_samples,m5_left_front_rpm,m5_left_front_target_rpm,m5_left_front_temp_c,m5_left_front_voltage_mv,m5_left_front_current_ma,m13_left_middle_rpm,m13_left_middle_target_rpm,m13_left_middle_temp_c,m13_left_middle_voltage_mv,m13_left_middle_current_ma,m12_left_back_rpm,m12_left_back_target_rpm,m12_left_back_temp_c,m12_left_back_voltage_mv,m12_left_back_current_ma,m17_right_front_rpm,m17_right_front_target_rpm,m17_right_front_temp_c,m17_right_front_voltage_mv,m17_right_front_current_ma,m14_right_middle_rpm,m14_right_middle_target_rpm,m14_right_middle_temp_c,m14_right_middle_voltage_mv,m14_right_middle_current_ma,m15_right_back_rpm,m15_right_back_target_rpm,m15_right_back_temp_c,m15_right_back_voltage_mv,m15_right_back_current_ma,m19_intake_bottom_rpm,m19_intake_bottom_target_rpm,m19_intake_bottom_temp_c,m19_intake_bottom_voltage_mv,m19_intake_bottom_current_ma,m20_intake_top_rpm,m20_intake_top_target_rpm,m20_intake_top_temp_c,m20_intake_top_voltage_mv,m20_intake_top_current_ma
232,23600,11600,11.6,SYNTHETIC_EXAMPLE,autonomous,27.4943,45.3113,57.869,12.583,2.9119,12663,95,0,75.74,0,35,1515,178,75.66,0,35,1515,178,75.69,0,35,1515,178,72.19,0,35,1443,172,72.12,0,35,1443,171,72.19,0,35,1443,171,479.97,0,50,9600,737,479.97,0,50,9600,737
233,23650,11650,11.65,SYNTHETIC_EXAMPLE,autonomous,28.0186,45.6397,58.005,12.3725,2.7327,12664,95,0,74.39,0,35,1488,176,74.31,0,35,1488,176,74.34,0,35,1488,176,71.06,0,35,1420,170,71.0,0,35,1420,170,71.07,0,35,1420,170,479.97,0,50,9600,737,479.97,0,50,9600,737
234,23700,11700,11.7,SYNTHETIC_EXAMPLE,autonomous,28.5345,45.9612,58.133,12.157,2.5622,12664,95,0,73.01,0,35,1460,174,72.95,0,35,1460,174,72.96,0,35,1460,174,69.89,0,35,1397,169,69.84,0,35,1397,169,69.91,0,35,1397,169,479.98,0,50,9600,737,479.98,0,50,9600,737
235,23750,11750,11.75,SYNTHETIC_EXAMPLE,autonomous,29.0417,46.2757,58.253,11.9368,2.4001,12664,95,0,71.61,0,35,1432,172,71.56,0,35,1432,172,71.57,0,35,1432,172,68.69,0,35,1373,167,68.66,0,35,1373,167,68.72,0,35,1373,167,479.98,0,50,9600,737,479.98,0,50,9600,737
236,23800,11800,11.8,SYNTHETIC_EXAMPLE,autonomous,29.54,46.5834,58.366,11.7124,2.2461,12665,95,0,70.19,0,35,1404,170,70.15,0,35,1404,170,70.15,0,35,1404,170,67.46,0,35,1349,166,67.44,0,35,1349,166,67.5,0,35,1349,166,479.98,0,50,9600,737,479.98,0,50,9600,737
237,23850,11850,11.85,SYNTHETIC_EXAMPLE,autonomous,30.0292,46.8841,58.471,11.4839,2.0998,12665,95,0,68.75,0,35,1376,168,68.72,0,35,1376,168,68.71,0,35,1376,168,66.2,0,35,1324,164,66.19,0,35,1324,164,66.25,0,35,1324,164,479.99,0,50,9600,737,479.99,0,50,9600,737
238,23900,11900,11.9,SYNTHETIC_EXAMPLE,autonomous,30.5089,47.1778,58.569,11.2518,1.9609,12666,95,0,67.29,0,35,1347,166,67.27,0,35,1347,166,67.26,0,35,1347,166,64.92,0,35,1298,162,64.92,0,35,1298,162,64.97,0,35,1298,162,479.99,0,50,9600,737,479.99,0,50,9600,737
239,23950,11950,11.95,SYNTHETIC_EXAMPLE,autonomous,30.9792,47.4647,58.66,11.0163,1.8291,12666,95,0,65.82,0,35,1317,165,65.82,0,35,1317,164,65.8,0,35,1317,164,63.61,0,35,1272,161,63.62,0,35,1272,161,63.67,0,35,1272,161,479.99,0,50,9600,737,479.99,0,50,9600,737
240,24000,12000,12.0,SYNTHETIC_EXAMPLE,autonomous,31.4396,47.7446,58.746,10.7778,1.7042,12666,95,0,64.34,0,35,1288,162,64.34,0,35,1288,162,64.32,0,35,1288,162,62.28,0,35,1246,159,62.31,0,35,1246,159,62.35,0,35,1246,159,479.99,0,50,9600,737,479.99,0,50,9600,737
241,24050,12050,12.05,SYNTHETIC_EXAMPLE,autonomous,31.8902,48.0177,58.825,10.5366,1.5859,12667,95,0,62.85,0,35,1258,160,62.86,0,35,1258,160,62.83,0,35,1258,160,60.93,0,35,1219,157,60.97,0,35,1219,157,61.0,0,35,1219,157,479.99,0,50,9600,737,479.99,0,50,9600,737
242,24100,12100,12.1,SYNTHETIC_EXAMPLE,autonomous,32.3307,48.2838,58.898,10.2929,1.4739,12667,95,0,61.34,0,35,1228,158,61.36,0,35,1228,158,61.33,0,35,1228,158,59.56,0,35,1192,155,59.61,0,35,1192,155,59.64,0,35,1192,155,479.99,0,50,9600,737,479.99,0,50,9600,737
243,24150,12150,12.15,SYNTHETIC_EXAMPLE,autonomous,32.761,48.543,58.967,10.0472,1.368,12668,95,0,59.83,0,35,1198,156,59.86,0,35,1198,156,59.83,0,35,1198,156,58.17,0,35,1164,153,58.23,0,35,1164,153,58.26,0,35,1164,153,479.99,0,50,9600,737,479.99,0,50,9600,737
244,24200,12200,12.2,SYNTHETIC_EXAMPLE,autonomous,33.181,48.7954,59.03,9.7997,1.2679,12668,95,0,58.32,0,35,1167,154,58.35,0,35,1167,154,58.31,0,35,1167,154,56.78,0,35,1136,151,56.84,0,35,1136,152,56.86,0,35,1136,152,480.0,0,50,9600,737,480.0,0,50,9600,737
245,24250,12250,12.25,SYNTHETIC_EXAMPLE,autonomous,33.5906,49.0409,59.089,9.5506,1.1735,12668,95,0,56.79,0,35,1137,152,56.83,0,35,1137,152,56.79,0,35,1137,152,55.37,0,35,1108,150,55.44,0,35,1108,150,55.46,0,35,1108,150,480.0,0,50,9600,737,480.0,0,50,9600,737
246,24300,12300,12.3,SYNTHETIC_EXAMPLE,autonomous,33.9897,49.2796,59.143,9.3003,1.0844,12669,95,0,55.27,0,35,1106,150,55.32,0,35,1106,150,55.27,0,35,1106,150,53.95,0,35,1080,148,54.03,0,35,1080,148,54.04,0,35,1080,148,480.0,0,50,9600,737,480.0,0,50,9600,737
247,24350,12350,12.35,SYNTHETIC_EXAMPLE,autonomous,34.3782,49.5115,59.193,9.0491,1.0005,12669,95,0,53.74,0,35,1076,148,53.79,0,35,1076,148,53.75,0,35,1076,148,52.52,0,35,1051,146,52.61,0,35,1051,146,52.61,0,35,1051,146,480.0,0,50,9600,737,480.0,0,50,9600,737
248,24400,12400,12.4,SYNTHETIC_EXAMPLE,autonomous,34.7561,49.7366,59.239,8.7972,0.9215,12670,95,0,52.21,0,35,1045,146,52.27,0,35,1045,146,52.22,0,35,1045,146,51.09,0,35,1023,144,51.17,0,35,1023,144,51.17,0,35,1023,144,480.0,0,50,9600,737,480.0,0,50,9600,737
249,24450,12450,12.45,SYNTHETIC_EXAMPLE,autonomous,35.1233,49.955,59.282,8.5449,0.8474,12670,95,0,50.68,0,35,1015,144,50.75,0,35,1015,144,50.7,0,35,1015,144,49.65,0,35,994,142,49.74,0,35,994,142,49.73,0,35,994,142,480.0,0,50,9600,737,480.0,0,50,9600,737
250,24500,12500,12.5,SYNTHETIC_EXAMPLE,autonomous,35.4798,50.1667,59.321,8.2924,0.7777,12671,95,0,49.16,0,35,984,141,49.22,0,35,984,142,49.18,0,35,984,141,48.21,0,35,965,140,48.3,0,35,965,140,48.29,0,35,965,140,480.0,0,50,9600,737,480.0,0,50,9600,737
251,24550,12550,12.55,SYNTHETIC_EXAMPLE,autonomous,35.8256,50.3717,59.356,8.04,0.7125,12671,95,0,47.64,0,35,954,139,47.7,0,35,954,139,47.66,0,35,954,139,46.76,0,35,936,138,46.85,0,35,936,138,46.84,0,35,936,138,480.0,0,50,9600,737,480.0,0,50,9600,737
252,24600,12600,12.6,SYNTHETIC_EXAMPLE,autonomous,36.1607,50.5701,59.389,7.788,0.6514,12672,95,0,46.12,0,35,923,137,46.19,0,35,923,137,46.15,0,35,923,137,45.32,0,35,907,136,45.41,0,35,907,136,45.39,0,35,907,136,480.0,0,50,9600,737,480.0,0,50,9600,737
253,24650,12650,12.65,SYNTHETIC_EXAMPLE,autonomous,36.485,50.7619,59.418,7.5366,0.5944,12672,95,0,44.61,0,35,893,135,44.68,0,35,893,135,44.64,0,35,893,135,43.88,0,35,878,134,43.97,0,35,878,134,43.95,0,35,878,134,480.0,0,50,9600,737,480.0,0,50,9600,737
254,24700,12700,12.7,SYNTHETIC_EXAMPLE,autonomous,36.7987,50.9471,59.446,7.2861,0.5411,12672,95,0,43.11,0,35,863,133,43.18,0,35,863,133,43.14,0,35,863,133,42.44,0,35,850,132,42.53,0,35,850,132,42.5,0,35,850,132,480.0,0,50,9600,737,480.0,0,50,9600,737
255,24750,12750,12.75,SYNTHETIC_EXAMPLE,autonomous,37.1017,51.1259,59.47,7.0366,0.4915,12673,95,0,41.62,0,35,833,131,41.68,0,35,833,131,41.64,0,35,833,131,41.01,0,35,821,130,41.09,0,35,821,130,41.06,0,35,821,130,480.0,0,50,9600,737,480.0,0,50,9600,737
256,24800,12800,12.8,SYNTHETIC_EXAMPLE,autonomous,37.3941,51.2983,59.492,6.7884,0.4454,12673,95,0,40.14,0,35,803,129,40.2,0,35,803,129,40.16,0,35,803,129,39.58,0,35,792,128,39.66,0,35,792,128,39.63,0,35,792,128,480.0,0,50,9600,737,480.0,0,50,9600,737
257,24850,12850,12.85,SYNTHETIC_EXAMPLE,autonomous,37.676,51.4643,59.512,6.5417,0.4026,12674,95,0,38.66,0,35,774,126,38.72,0,35,774,127,38.69,0,35,774,127,38.16,0,35,764,126,38.23,0,35,764,126,38.2,0,35,764,126,480.0,0,50,9600,737,480.0,0,50,9600,737
258,24900,12900,12.9,SYNTHETIC_EXAMPLE,autonomous,37.9473,51.624,59.531,6.2968,0.363,12674,95,0,37.2,0,35,745,124,37.26,0,35,745,124,37.23,0,35,745,124,36.75,0,35,736,124,36.81,0,35,736,124,36.78,0,35,736,124,480.0,0,50,9600,737,480.0,0,50,9600,737
259,24950,12950,12.95,SYNTHETIC_EXAMPLE,autonomous,38.2082,51.7774,59.547,6.0538,0.3264,12675,95,0,35.76,0,35,716,122,35.81,0,35,716,122,35.78,0,35,716,122,35.34,0,35,707,121,35.4,0,35,707,122,35.37,0,35,707,122,480.0,0,50,9600,737,480.0,0,50,9600,737
260,25000,13000,13.0,SYNTHETIC_EXAMPLE,autonomous,38.4588,51.9247,59.562,5.8129,0.2926,12675,95,0,34.33,0,35,687,120,34.37,0,35,687,120,34.35,0,35,687,120,33.95,0,35,680,119,34.0,0,35,680,120,33.97,0,35,680,120,480.0,0,50,9600,737,480.0,0,50,9600,737
261,25050,13050,13.05,SYNTHETIC_EXAMPLE,autonomous,38.6991,52.0659,59.575,5.5744,0.2615,12676,95,0,32.91,0,35,658,118,32.95,0,35,658,118,32.93,0,35,658,118,32.57,0,35,652,117,32.62,0,35,652,118,32.59,0,35,652,118,480.0,0,50,9600,737,480.0,0,50,9600,737
262,25100,13100,13.1,SYNTHETIC_EXAMPLE,autonomous,38.9293,52.201,59.586,5.3384,0.233,12676,95,0,31.51,0,35,630,116,31.55,0,35,630,116,31.53,0,35,630,116,31.21,0,35,625,116,31.25,0,35,625,116,31.22,0,35,625,116,480.0,0,50,9600,737,480.0,0,50,9600,737
263,25150,13150,13.15,SYNTHETIC_EXAMPLE,autonomous,39.1494,52.3302,59.597,5.1052,0.2069,12677,95,0,30.12,0,35,603,114,30.16,0,35,603,114,30.15,0,35,603,114,29.85,0,35,597,114,29.89,0,35,597,114,29.86,0,35,597,114,480.0,0,50,9600,737,480.0,0,50,9600,737
264,25200,13200,13.2,SYNTHETIC_EXAMPLE,autonomous,39.3597,52.4536,59.606,4.8749,0.1831,12677,95,0,28.76,0,35,575,112,28.79,0,35,575,112,28.78,0,35,575,112,28.52,0,35,571,112,28.55,0,35,571,112,28.52,0,35,571,112,480.0,0,50,9600,737,480.0,0,50,9600,737
265,25250,13250,13.25,SYNTHETIC_EXAMPLE,autonomous,39.5601,52.5711,59.614,4.6477,0.1614,12677,95,0,27.41,0,35,548,110,27.44,0,35,548,110,27.43,0,35,548,110,27.2,0,35,544,110,27.22,0,35,544,110,27.2,0,35,544,110,480.0,0,50,9600,737,480.0,0,50,9600,737
266,25300,13300,13.3,SYNTHETIC_EXAMPLE,autonomous,39.7509,52.683,59.621,4.4238,0.1417,12678,95,0,26.09,0,35,522,108,26.11,0,35,522,108,26.1,0,35,522,108,25.9,0,35,518,108,25.92,0,35,518,108,25.89,0,35,518,108,480.0,0,50,9600,737,480.0,0,50,9600,737
267,25350,13350,13.35,SYNTHETIC_EXAMPLE,autonomous,39.9323,52.7893,59.627,4.2034,0.1239,12678,95,0,24.78,0,35,496,106,24.8,0,35,496,106,24.8,0,35,496,106,24.62,0,35,493,106,24.63,0,35,493,106,24.61,0,35,493,106,480.0,0,50,9600,737,480.0,0,50,9600,737
268,25400,13400,13.4,SYNTHETIC_EXAMPLE,autonomous,40.1042,52.89,59.633,3.9867,0.1078,12679,95,0,23.5,0,35,470,104,23.51,0,35,470,104,23.51,0,35,470,104,23.36,0,35,467,104,23.36,0,35,467,104,23.34,0,35,467,104,480.0,0,50,9600,737,480.0,0,50,9600,737
269,25450,13450,13.45,SYNTHETIC_EXAMPLE,autonomous,40.267,52.9854,59.637,3.7737,0.0934,12679,95,0,22.24,0,35,445,102,22.25,0,35,445,102,22.25,0,35,445,102,22.12,0,35,442,102,22.12,0,35,442,102,22.1,0,35,442,102,480.0,0,50,9600,737,480.0,0,50,9600,737
270,25500,13500,13.5,SYNTHETIC_EXAMPLE,autonomous,40.4208,53.0755,59.641,3.5648,0.0805,12680,95,0,21.01,0,35,420,101,21.01,0,35,420,101,21.02,0,35,420,101,20.9,0,35,418,100,20.9,0,35,418,100,20.88,0,35,418,100,480.0,0,50,9600,737,480.0,0,50,9600,737
271,25550,13550,13.55,SYNTHETIC_EXAMPLE,autonomous,40.5658,53.1604,59.645,3.3601,0.069,12680,95,0,19.8,0,35,396,99,19.8,0,35,396,99,19.81,0,35,396,99,19.71,0,35,394,99,19.7,0,35,394,99,19.68,0,35,394,99,480.0,0,50,9600,737,480.0,0,50,9600,737
272,25600,13600,13.6,SYNTHETIC_EXAMPLE,autonomous,40.7021,53.2403,59.648,3.1597,0.0588,12680,95,0,18.62,0,35,372,97,18.62,0,35,372,97,18.62,0,35,372,97,18.54,0,35,371,97,18.53,0,35,371,97,18.51,0,35,371,97,480.0,0,50,9600,737,480.0,0,50,9600,737
273,25650,13650,13.65,SYNTHETIC_EXAMPLE,autonomous,40.83,53.3151,59.65,2.9638,0.0498,12681,95,0,17.46,0,35,349,95,17.46,0,35,349,95,17.46,0,35,349,95,17.39,0,35,348,95,17.38,0,35,348,95,17.37,0,35,348,95,480.0,0,50,9600,737,480.0,0,50,9600,737
274,25700,13700,13.7,SYNTHETIC_EXAMPLE,autonomous,40.9496,53.3852,59.652,2.7726,0.0419,12681,95,0,16.33,0,35,326,94,16.33,0,35,326,94,16.34,0,35,326,94,16.27,0,35,325,93,16.26,0,35,325,93,16.25,0,35,325,93,480.0,0,50,9600,737,480.0,0,50,9600,737
275,25750,13750,13.75,SYNTHETIC_EXAMPLE,autonomous,41.0612,53.4505,59.654,2.5863,0.035,12681,95,0,15.23,0,35,304,92,15.22,0,35,304,92,15.23,0,35,304,92,15.18,0,35,304,92,15.17,0,35,304,92,15.16,0,35,304,92,480.0,0,50,9600,737,480.0,0,50,9600,737
276,25800,13800,13.8,SYNTHETIC_EXAMPLE,autonomous,41.165,53.5113,59.655,2.405,0.0291,12682,95,0,14.16,0,35,283,90,14.15,0,35,283,90,14.16,0,35,283,90,14.12,0,35,282,90,14.11,0,35,282,90,14.1,0,35,282,90,480.0,0,50,9600,737,480.0,0,50,9600,737
277,25850,13850,13.85,SYNTHETIC_EXAMPLE,autonomous,41.2612,53.5676,59.657,2.2289,0.0239,12682,95,0,13.13,0,35,262,89,13.11,0,35,262,89,13.12,0,35,262,89,13.09,0,35,262,88,13.07,0,35,262,88,13.07,0,35,262,88,479.64,0,50,9551,738,479.64,0,50,9551,738
278,25900,13900,13.9,SYNTHETIC_EXAMPLE,autonomous,41.35,53.6196,59.658,2.0581,0.0195,12682,95,0,12.12,0,35,242,87,12.11,0,35,242,87,12.12,0,35,242,87,12.09,0,35,242,87,12.07,0,35,242,87,12.07,0,35,242,87,478.27,0,50,9411,741,478.27,0,50,9411,741
279,25950,13950,13.95,SYNTHETIC_EXAMPLE,autonomous,41.4317,53.6674,59.658,1.8929,0.0157,12682,95,0,11.14,0,35,223,85,11.13,0,35,223,85,11.14,0,35,223,85,11.12,0,35,222,85,11.1,0,35,222,85,11.1,0,35,222,85,475.44,0,50,9187,745,475.44,0,50,9187,745
280,26000,14000,14.0,SYNTHETIC_EXAMPLE,autonomous,41.5065,53.7111,59.659,1.7333,0.0125,12682,95,0,10.2,0,35,204,84,10.19,0,35,204,84,10.2,0,35,204,84,10.19,0,35,204,84,10.17,0,35,204,84,10.17,0,35,204,84,470.79,0,50,8889,747,470.79,0,50,8889,747
281,26050,14050,14.05,SYNTHETIC_EXAMPLE,autonomous,41.5746,53.751,59.66,1.5796,0.0099,12682,95,0,9.3,0,35,186,83,9.29,0,35,186,83,9.3,0,35,186,83,9.29,0,35,186,83,9.27,0,35,186,82,9.27,0,35,186,82,464.1,0,50,8524,748,464.1,0,50,8524,748
282,26100,14100,14.1,SYNTHETIC_EXAMPLE,autonomous,41.6364,53.7872,59.66,1.432,0.0077,12683,95,0,8.43,0,35,168,81,8.42,0,35,168,81,8.42,0,35,168,81,8.42,0,35,168,81,8.4,0,35,168,81,8.4,0,35,168,81,455.23,0,50,8100,747,455.23,0,50,8100,747
283,26150,14150,14.15,SYNTHETIC_EXAMPLE,autonomous,41.6921,53.8198,59.66,1.2905,0.0059,12683,95,0,7.59,0,35,152,80,7.58,0,35,152,80,7.59,0,35,152,80,7.59,0,35,152,80,7.57,0,35,152,80,7.58,0,35,152,80,444.15,0,50,7626,742,444.15,0,50,7626,742
284,26200,14200,14.2,SYNTHETIC_EXAMPLE,autonomous,41.742,53.849,59.66,1.1554,0.0045,12684,95,0,6.8,0,35,136,78,6.79,0,35,136,78,6.8,0,35,136,78,6.79,0,35,136,78,6.78,0,35,136,78,6.78,0,35,136,78,430.86,0,50,7111,735,430.86,0,50,7111,735
285,26250,14250,14.25,SYNTHETIC_EXAMPLE,autonomous,41.7863,53.8749,59.661,1.0269,0.0033,12686,95,0,6.04,0,35,121,77,6.03,0,35,121,77,6.04,0,35,121,77,6.04,0,35,121,77,6.03,0,35,121,77,6.03,0,35,121,77,415.45,0,50,6562,724,415.45,0,50,6562,724
286,26300,14300,14.3,SYNTHETIC_EXAMPLE,autonomous,41.8253,53.8978,59.661,0.905,0.0024,12687,95,0,5.32,0,35,106,76,5.32,0,35,106,76,5.32,0,35,106,76,5.32,0,35,106,76,5.31,0,35,106,76,5.31,0,35,106,76,398.05,0,50,5989,709,398.05,0,50,5989,709
287,26350,14350,14.35,SYNTHETIC_EXAMPLE,autonomous,41.8594,53.9177,59.661,0.79,0.0017,12689,95,0,4.65,0,35,93,75,4.64,0,35,93,75,4.64,0,35,93,75,4.65,0,35,93,75,4.64,0,35,93,75,4.64,0,35,93,75,378.83,0,50,5399,691,378.83,0,50,5399,691
288,26400,14400,14.4,SYNTHETIC_EXAMPLE,autonomous,41.8889,53.935,59.661,0.6821,0.0012,12691,95,0,4.01,0,35,80,74,4.01,0,35,80,74,4.01,0,35,80,74,4.01,0,35,80,74,4.0,0,35,80,74,4.01,0,35,80,74,358.01,0,50,4800,670,358.01,0,50,4800,670
289,26450,14450,14.45,SYNTHETIC_EXAMPLE,autonomous,41.914,53.9496,59.661,0.5814,0.0008,12693,95,0,3.42,0,35,68,73,3.41,0,35,68,73,3.42,0,35,68,73,3.42,0,35,68,73,3.41,0,35,68,73,3.42,0,35,68,73,335.81,0,50,4201,646,335.81,0,50,4201,646
290,26500,14500,14.5,SYNTHETIC_EXAMPLE,autonomous,41.935,53.962,59.661,0.4881,0.0005,12696,95,0,2.87,0,35,57,72,2.87,0,35,57,72,2.87,0,35,57,72,2.87,0,35,57,72,2.87,0,35,57,72,2.87,0,35,57,72,312.53,0,50,3611,619,312.53,0,50,3611,619
291,26550,14550,14.55,SYNTHETIC_EXAMPLE,autonomous,41.9524,53.9721,59.661,0.4024,0.0003,12699,95,0,2.37,0,35,47,71,2.36,0,35,47,71,2.36,0,35,47,71,2.37,0,35,47,71,2.36,0,35,47,71,2.36,0,35,47,71,288.43,0,50,3037,589,288.43,0,50,3037,589
292,26600,14600,14.6,SYNTHETIC_EXAMPLE,autonomous,41.9664,53.9803,59.661,0.3244,0.0002,12702,95,0,1.91,0,35,38,70,1.9,0,35,38,70,1.91,0,35,38,70,1.91,0,35,38,70,1.91,0,35,38,70,1.91,0,35,38,70,263.83,0,50,2489,557,263.83,0,50,2489,557
293,26650,14650,14.65,SYNTHETIC_EXAMPLE,autonomous,41.9774,53.9868,59.661,0.2544,0.0001,12705,95,0,1.5,0,35,30,69,1.49,0,35,30,69,1.49,0,35,30,69,1.5,0,35,30,69,1.49,0,35,30,69,1.5,0,35,30,69,239.06,0,50,1974,524,239.06,0,50,1974,524
294,26700,14700,14.7,SYNTHETIC_EXAMPLE,autonomous,41.9857,53.9916,59.661,0.1925,0.0,12708,95,0,1.13,0,35,23,68,1.13,0,35,23,68,1.13,0,35,23,68,1.13,0,35,23,68,1.13,0,35,23,68,1.13,0,35,23,68,214.45,0,50,1500,488,214.45,0,50,1500,488
295,26750,14750,14.75,SYNTHETIC_EXAMPLE,autonomous,41.9917,53.9951,59.661,0.1389,0.0,12711,95,0,0.82,0,35,16,68,0.82,0,35,16,68,0.82,0,35,16,68,0.82,0,35,16,68,0.82,0,35,16,68,0.82,0,35,16,68,190.36,0,50,1076,452,190.36,0,50,1076,452
296,26800,14800,14.8,SYNTHETIC_EXAMPLE,autonomous,41.9957,53.9975,59.661,0.0937,0.0,12715,95,0,0.55,0,35,11,67,0.55,0,35,11,67,0.55,0,35,11,67,0.55,0,35,11,67,0.55,0,35,11,67,0.55,0,35,11,67,167.14,0,50,711,415,167.14,0,50,711,415
297,26850,14850,14.85,SYNTHETIC_EXAMPLE,autonomous,41.9982,53.9989,59.661,0.0572,0.0,12718,95,0,0.34,0,35,7,67,0.34,0,35,7,67,0.34,0,35,7,67,0.34,0,35,7,67,0.34,0,35,7,67,0.34,0,35,7,67,145.16,0,50,412,378,145.16,0,50,412,378
298,26900,14900,14.9,SYNTHETIC_EXAMPLE,autonomous,41.9995,53.9997,59.661,0.0296,0.0,12722,95,0,0.17,0,35,3,66,0.17,0,35,3,66,0.17,0,35,3,66,0.17,0,35,3,66,0.17,0,35,3,66,0.17,0,35,3,66,124.8,0,50,189,342,124.8,0,50,189,342
299,26950,14950,14.95,SYNTHETIC_EXAMPLE,autonomous,41.9999,54.0,59.661,0.011,0.0,12725,95,0,0.06,0,35,1,66,0.06,0,35,1,66,0.06,0,35,1,66,0.06,0,35,1,66,0.06,0,35,1,66,0.06,0,35,1,66,106.45,0,50,49,306,106.45,0,50,49,306
300,27000,15000,15.0,SYNTHETIC_EXAMPLE,autonomous,42.0,54.0,59.661,0.0016,0.0,12728,95,0,0.01,0,35,0,65,0.01,0,35,0,65,0.01,0,35,0,65,0.01,0,35,0,65,0.01,0,35,0,65,0.01,0,35,0,65,90.48,0,50,0,272,90.48,0,50,0,272
